Word,Processed Result
সম্পাদকতা,ʃɔmpad̪okɔt̪a
বোঁটা,bota
তাগারি,t̪agari
সামান্তরিক,ʃamant̪orik
লাবণ,labon
কপটাচার,kɔptacar
শিখীধ্বজ,ʃikʰid̪d̪ʰoɟ
অসগ্রাহিতা,ɔʃɔgrahit̪a
আকুঞ্চিত,akuncit̪o
স্পন্দশূন্য,spɔnd̪oʃunno
জোহর,ɟohor
বাহুবল,bahubɔl
শয্যাশায়ী,ʃoɟɟaʃaʲi
তাড়ন,t̪aɽon
মগ্নপ্রায়,mɔgnopraʲ
আঙারধানী,aŋard̪ʰani
ভিটি,bʰiti
মন্ত,mɔnt̪o
প্রশস্যতা,proʃoʃʃot̪a
অতিমান,ot̪iman
ধুপছায়া,d̪ʰupcʰaʲa
পুঙ্খ,puŋkʰo
সুপ,ʃup
সবিত্রী,ʃobit̪ri
স্টিম,stim
প্রতিগ্রাহিত,prot̪igrahit̪o
বাষ্পপোত,baʃpopot̪
কর্মবাহ,kɔrmobaho
তওরাত,t̪ɔo̯rat̪
সন্ধানসুলুক,ʃɔnd̪ʰanʃuluk
ধীমান,d̪ʰiman
সুখানী,ʃukʰani
খাদ,kʰad̪
খাঁকড়ানো,kʰakɽano
তমাদি,t̪ɔmad̪i
পারে,pare
ম্লানিমা,mlanima
হউক,hɔu̯k
গুড়-পিঠা,guɽ-pitʰa
বর্গাইত,bɔrgai̯t̪o
ভুঞ্জানো,bʰunɟano
চাকরি,cakri
অন্ধকারে,ɔnd̪ʰokare
বংশীধ্বনি,boŋʃid̪ʰoni
কম্পান্বিত,kɔmpannit̪o
অহিনকুলিকা,ɔhinkulika
ব্যপদেশ,bæpɔd̪eʃ
ব্যুৎপাদিকা,but̪pad̪ika
খাসদান,kʰaʃd̪an
বউটুবানি,bou̯tubani
পইসই,poi̯si
চুঁচড়া,cucda
দোগাশাল,d̪ogaʃal
বিটলা,bitla
চন্দ্রচূড়,cɔnd̪rocud̪ɔr
অর্জক,ɔrɟok
রীষ,riʃ
কাণ্ঢারি,kandʰari
দফ,d̪ɔpʰ
টোলা,tola
নইলে,noi̯le
সূক্ষ্মদর্শিতা,ʃukkʰod̪ɔrʃit̪a
ভর্ত্তৃ,bʰɔrt̪ri
কৃতঘ্না,krit̪ɔgʰna
আওড়,ao̯do
খঞ্চ,kʰɔnco
অরুণিমা,orunima
পিঠটান,pitʰtan
জীবহত্যা,ɟibhot̪t̪a
নক্সা,nɔksa
স্বপনরাজ্য,ʃɔponraɟɟo
সিক্ত,ʃikt̪o
অবিসংবাদিতা,ɔbiʃɔŋbad̪it̪a
হাওলা,hao̯la
ভুল,bʰul
অধরপল্লব,ɔd̪ʰɔrpɔllob
তীর্থোদক,t̪irt̪ʰod̪ɔk
গজকুম্ভ,gɔɟkumbʰo
আস্থান,ast̪ʰan
বিদ্ধ,bid̪d̪ʰo
তথ্যবাহী,t̪ot̪t̪ʰobahi
ফলশালী,pʰɔlʃali
অনধিকারী,ɔnod̪ʰikari
আয়োডিন,aʲodin
ব্যুৎক্রান্ত,but̪krant̪o
ছলচ্ছল,cʰɔloccʰɔl
আপেক্ষিক,apekkʰik
অঙ্গজ,ɔŋgoɟ
ভাগাড়,bʰagaɽ
অভিব্যক্তবাদ,obʰibekt̪obad̪
কাদম্বিনী,kad̪ombini
তেজলি,t̪eɟli
দেলবন্দ,d̪elbɔnd̪o
অগ্র্রস্থ,ɔgrost̪ʰo
বালিয়াড়ি,baliʲaɽi
অফুরান,ɔpʰuran
অসাধারণ,ɔʃad̪ʰaron
দৈমন্থন,d̪oi̯mont̪ʰon
পঙ্করূহ,poŋkoruho
চুবাচুবি,cubacubi
দেশিকোত্তম,d̪eʃikot̪t̪om
মানুুষ,manuʃ
আদ্যরস,ad̪d̪orɔʃ
অভিসরণ,obʰiʃɔron
খুনেরা,kʰunera
কবরপোষ,kɔborpoʃ
প্রখ্যাত,prokʰkʰat̪
বক্রীকৃত,bokrikrit̪o
সিক্তা,ʃikt̪a
রয়িষ্ঠ,roʲiʃtʰo
কতেক,kɔt̪ek
সমাক্ষ,ʃɔmakkʰo
বারফট্টাই,barpʰttai̯
কর্তব্য,kɔrt̪obbo
কৌলিক,kou̯lik
দোয়াব,d̪oʷab
সুকল্পিত,ʃukɔlpit̪o
তানা-না,t̪ana-na
কলহাস্য,kɔlhaʃʃo
ঊরুগ্রাহ,urugrah
পান-গোষ্ঠী,pan-goʃtʰi
বায়া,baʲa
কাহাল,kahal
চকমকি,cɔkmoki
অক্রিয়,ɔkriʲo
ছেঁচকি,cʰecki
দুসুতী,d̪uʃut̪i
ঝাড়ুবরদার,ɟʰaɽubɔrd̪ar
বেত্রাঘাত,bet̪ragʰat̪
আফেন্দি,apʰend̪i
জড়বাদী,ɟɔɽobad̪i
অনন্তর,ɔnɔnt̪ɔr
স্মৃতিবিজড়িত,srit̪ibiɟoɽit̪o
পোর্টফোলিও,portpʰolio̯
ত্রেতা,t̪ret̪a
কবিরা,kobira
স্বায়ত্ত,ʃaʲot̪t̪o
সংকীর্ণতা,ʃɔŋkirnot̪a
অক্রিয়ারত,ɔkriʲarɔt̪
নিঃশেষিত,niʃʃeʃit̪o
ঝামাল,ɟʰamal
কার্যনির্বাহক,karɟonirbahok
তড়িৎশিখা,t̪oɽit̪ʃikʰa
লজ্জাশীল,lɔɟɟaʃil
সংবেদনা,ʃɔŋbed̪ona
আক্রোশ,akroʃ
স্বার্থত্যাগ,ʃart̪ʰot̪t̪ag
মৌসা,mou̯ʃa
অভোগ্য,ɔbʰoggo
স্বৈরতা,ʃoirot̪a
অপব্যয়িতা,ɔpobæʲit̪a
রিক্‌থ,rikt̪ʰo
অপূর্ণ,ɔpurno
মাদোয়ান,mad̪oʷan
তার্ক্ষ্য,t̪arkkʰo
সাঙ্ঘাতিক,ʃaŋgʰat̪ik
ভিক,bʰik
ভিত্তিভূমি,bʰit̪t̪ibʰumi
লব্ধকীর্তি,lɔbd̪ʰokirt̪i
স্বস্তিমুখ,ʃɔst̪imukʰ
ঢেঁড়ী,dʰeɽi
মোনাফেক,monapʰek
হাওর,hao̯r
কড়িয়াল,koɽiʲal
ভর্ৎসিত,bʰɔrt̪ʃit̪o
আক্ত,akt̪o
রোযা,roɟa
থোওন,t̪ʰoo̯n
রতা,rɔt̪a
নির্জল,nirɟɔl
সদানন্দ,ʃɔd̪anɔnd̪o
ছিনে,cʰine
নিদুটি,nid̪uti
সয়ফুল্লাহ্,ʃɔɟorpʰullah
আচাভুয়ো,acabʰuɟoro
নাবাধ্যক্ষ,nabad̪d̪ʰokkʰo
পরাক্রান্ত,pɔrakrant̪o
তিমিঙ্গিল,t̪imiŋgil
বাঁচাোয়া,bacaoʷa
পত্তোর,pɔt̪t̪or
নিরুক্তি,nirukt̪i
বমভোলা,bɔmbʰola
পটাবাস,pɔtabaʃ
নবিসিন্দা,nobiʃind̪a
অপরাবিদ্যা,ɔporabid̪d̪a
সওয়াইয়া,ʃɔo̯ɟai̯ɟa
নীরবতা,nirɔbot̪a
ডিহিদার,dihid̪ar
সীধু,ʃid̪ʰu
কাবলিওয়ালা,kablio̯ʷala
ক্ষেপ,kʰep
যবানী,ɟɔbani
সচ,ʃɔc
খণ্ডিত,kʰɔndit̪o
রাংঝাল,raŋɟʰal
পরগনা,pɔrgona
তূর্ণ,t̪urno
আলুয়ানো,aluʷano
বিশল্যকরণী,biʃɔllokɔroni
আভূতল,abʰut̪ɔl
তিরিশ,t̪iriʃ
বিমোহ,bimoho
নিমজ্জন,nimɔɟɟon
পীরের,pirer
পড়িহাস,poɽihaʃ
সন্ধ্যে,ʃond̪ʰe
অংশমান,ɔŋʃoman
হতশ্রী,hɔt̪osri
চাঙ্গাড়ি,caŋgadori
তেজলু,t̪eɟlu
একলেপচা,æklepca
হাইওয়ে,hai̯o̯ɟore
নিবীত,nibit̪o
ক্ষেত্র,kʰet̪ro
ষাণ,ʃan
ব্যবসাদার,bæbʃad̪ar
বীন,bin
কারবলিক,karbolik
প্রক্ষেপ,prokkʰep
ধাঁই,d̪ʰai
নিদেষ্টা,nid̪eʃta
চুয়াত্তুর,cuʲat̪t̪ur
দইয়ম,d̪oi̯ʲom
বিয়ে-থাওয়া,biʲe-t̪ʰao̯ʷa
হররা,hɔrra
অহমীয়া,ɔhomiɟa
নিরাপৎ,nirapɔt̪
অসচ্ছল,ɔʃɔccʰɔl
পারিতোষিক,parit̪oʃik
ভুজংভাজাং,bʰuɟɔŋbʰaɟaŋ
সমাসক্তি,ʃɔmaʃokt̪i
জ্ঞানেন্দ্রীয়,gænend̪riʲo
ভোগাসক্ত,bʰogaʃɔkt̪o
কাঁচান,kacan
ওম,om
শাস্য,ʃaʃʃo
সমাবেশ,ʃɔmabeʃ
নিরপত্য,niropot̪t̪o
নেগা,nega
বগদ,bɔgod̪
অগ্নিচূর্ণ,ɔgnicurno
প্রাতিহার,prat̪ihar
মারমূর্তি,marmurt̪i
সোদরপ্রতিম,ʃod̪ɔrprot̪im
মাগীবাড়ি,magibaɽi
ধুম্বা,d̪ʰumba
বট্‌ঠাকুর,bɔttʰakur
খলিত,kʰolit̪o
টুপি,tupi
শিকেয়,ʃikeʲ
প্রচলিত,procolit̪o
উল্লাসী,ullaʃi
কোঠা,kotʰa
কন্ধ,kɔnd̪ʰo
ওজুহনামা,oɟuhonama
নাদা,nad̪a
একছুটে,ækcʰute
চৌদ্দ,cou̯d̪d̪o
লড়ি,loɽi
রোজগেরে,roɟgere
লিখন-পঠন,likʰɔn-pɔtʰon
উদ্ভিজ্জাণু,ud̪bʰiɟɟanu
পাঁথর,pat̪ʰor
ঝিনিকিঝিনি,ɟʰinikiɟʰini
কাঁচামাল,kacamal
উটকপালি,utkɔpali
মক্কেল,mɔkkel
শশক,ʃɔʃok
কাঁঠালিকলা,katʰalikɔla
ঝাটল,ɟʰatlo
টঙ্গী,toŋgi
অনৈক্য,ɔnoi̯kko
তনাদি,t̪ɔnad̪i
রাজসিকী,raɟʃiki
বিনিবেশিত,binibeʃit̪o
গোহারী,gohari
আত্মদ্রোহিণী,at̪t̪od̪rohini
সদন,ʃɔd̪on
সুগৃহীতনামা,ʃugrihit̪onama
তুঙ্গিমা,t̪uŋgima
সুসমাপ্ত,ʃuʃɔmapt̪o
পণ্যবীথী,ponnobit̪ʰi
রাজপুরী,raɟpuri
সবেধন,ʃɔbed̪ʰon
জং,ɟɔŋ
চটা,cɔta
হত্তেল,hɔt̪t̪el
বাবুয়ানা,babuʷana
থাবড়ি,t̪ʰabɽi
দোজখ,d̪oɟokʰ
রসবড়া,rɔʃbɔɽa
জীবনান্ত,ɟibɔnant̪o
সমাজতান্ত্রিক,ʃɔmaɟt̪ant̪rik
কসম,kɔʃom
মনপবন,mɔnpɔbon
খেটেল,kʰetel
কূহা,kuha
নাদ্য,nad̪d̪o
সংকোচনীয়,ʃɔŋkoconiʲo
রাজবিপ্লব,raɟbiplɔb
কম্পন,kɔmpon
মঞ্জুলা,monɟula
ট্যারা,tæra
চোক,cok
চৌয়ারি,cou̯ɟoari
সীজ,ʃiɟ
কারুকলা,karukɔla
পরহিত,pɔrohit̪o
গরহাজীরা,gɔrhaɟira
সম্নদ্ধ,ʃɔmnod̪d̪ʰo
তূতক,t̪ut̪ɔk
নব্য,nobbo
আলিজালি,aliɟali
ঠেশাঠেশি,tʰeʃatʰeʃi
দুষ্ক্রিয়া,d̪uʃkriʲa
প্রান্তিক,prant̪ik
অভিযোজ্যতা,obʰiɟoɟɟot̪a
মড়াখেগো,mɔɽakʰego
কোষ্টা,koʃta
ষণ্ডামার্ক,ʃɔndamark
আহুড়,ahuɽ
বলীয়ান,boliʲan
আলচা,alca
বাঘ,bagʰ
সৌভদ্র,ʃou̯bʰɔd̪ro
স্বস্রেয়ী,ʃɔsreʲi
খেস,kʰeʃ
হাড়-জ্বালান,haɽ-ɟalan
কূটস্থ,kutst̪ʰo
মহানুভাব,mɔhanubʰab
লুপ্তোদ্ধার,lupt̪od̪d̪ʰar
ডানপিটে,danpite
পদ্মবন্ধু,pɔd̪d̪obond̪ʰu
উপপুরাণ,upopuran
ধনমদ,d̪ʰɔnmɔd̪
কঙ্কটক,kɔŋkotɔk
সমপদস্থা,ʃɔmopɔd̪ost̪ʰa
পয়ঃপ্রণালি,pɔʲpronali
তেচোখা,t̪ecokʰa
রাইটার,rai̯tar
নির্ঝর,nirɟʰɔr
সওয়াল,ʃɔo̯ɟal
অঙ্কশাস্ত্রবেত্তা,ɔŋkoʃast̪robet̪t̪a
স্তব্ধীভূত,st̪ɔbd̪ʰibʰut̪o
নাকারা,nakara
কারসাজি,karʃaɟi
মোণ্ডা,monda
হাটকানা,hatkana
মহাকাশ,mɔhakaʃ
বর্ণিকা,bɔrnika
দীপ্তাক্ষ,d̪ipt̪akkʰo
কতক,kɔt̪ok
গেরন,geron
লগ্নাচার্য,lɔgnacarɟo
জনমন,ɟɔnomon
এঁসানি,eʃani
তেমনই,t̪emoni
ঐশ,oi̯ʃ
পরমাসুন্দুরী,pɔromaʃund̪uri
তকসীম,t̪ɔkʃim
ঠমক,tʰɔmok
সুকৃত,ʃukrit̪o
বাপকা,bapka
গটমট,gɔtomɔt
আলিশা,aliʃa
আশুকারী,aʃukari
অভক্ষণীয়,ɔbʰokkʰoniʲo
পিণ্ডারি,pindari
পাপাত্মা,papat̪t̪a
অনুবর্তী,onubɔrt̪i
একাডেমী,ækademi
কহলহি,kɔholhi
সদ্যোমৃতা,ʃod̪d̪omrit̪a
জার,ɟar
বহির্বাটী,bohirbati
দিকপাল,d̪ikpal
গুলা,gula
বাঁদুরে,bad̪ure
দেওর-ঝি,d̪eo̯r-ɟʰi
ত্যাগী,t̪ægi
সঙ্গিন,ʃoŋgin
অননুমত,ɔnonumɔt̪
খুয়া,kʰuʲa
কাঁকলাস,kaklaʃ
ঠেসারা,tʰeʃara
চতুষ্পদী,cot̪uʃpod̪i
মণিকার,monikar
চাংড়া,caŋdora
বনান্তর,bɔnant̪ɔr
উপান্ত্য,upant̪o
লিভারের,libʰarer
পিল্পে,pilpe
আ,a
গলাধঃকরণ,gɔlad̪ʰokɔron
মেহেদি,mehed̪i
উপরত্ন,uporɔt̪no
থুপি,t̪ʰupi
অন্নছত্র,ɔnnocʰɔt̪ro
জন্মপত্ৰ,ɟɔnmopɔt̪t̪ro
রসায়নি,rɔʃaʲni
আহ্লাদী,ahlad̪i
গোয়াল/,goʷalori
গন্ধাধিবাস,gɔnd̪ʰad̪ʰibaʃ
নগুন,nogun
অতিভক্তি,ot̪ibʰokt̪i
থোবা,t̪ʰoba
উত্থান,ut̪t̪ʰan
কাঁড়ি,kaɽi
তাম্রলিপ্তি,t̪amrolipt̪i
ফেরেবফন্দি,pʰerebpʰond̪i
মিলা,mila
কুরুবক,kurubɔk
দায়ে,d̪aʲe
শশলক্ষণ,ʃɔʃolkʰɔn
আলী,ali
এপিঠ-ওপিঠ,epitʰ-opitʰ
ভুঁইয়া,bʰuiʲa
নন্দিতা,nond̪it̪a
দুর্গপতি,d̪urgopot̪i
কুশীদ,kuʃid̪
প্রচ্ছন্নবেশ,proccʰɔnnobeʃ
সংকল্পসিদ্ধ,ʃɔŋkɔlpoʃid̪d̪ʰo
নিষ্পাদিত,niʃpad̪it̪o
উৎপীড়ন,ut̪piɽon
মূূলধন,muld̪ʰɔn
সম্বরু,ʃɔmboru
কলোনি,kɔloni
লাক্ষণিক,lakkʰonik
তলানি,t̪ɔlani
স্মর,ʃɔr
কষায়,kɔʃaʲ
সমসর,ʃɔmoʃɔr
আমলদেওয়া,amold̪eo̯ɟa
আন্দাজি,and̪aɟi
পানসী,panoʃi
বিজ্ঞাপিত,biggapit̪o
সাঁঝের,ʃaɟʰer
পর্যায়,porɟaʲ
মাতোয়ারা,mat̪oʷara
মনীষিতা,moniʃit̪a
সর্বোত্তর,ʃɔrbot̪t̪or
নীলমণি,nilmoni
অর্ধচন্দ্র,ɔrd̪ʰocɔnd̪ro
রাজবেশ,raɟbeʃ
পানির,panir
স্বাত্মা,ʃat̪t̪a
মালাকর,malakɔr
ঢুষাঢুষি,dʰuʃadʰuʃi
টঙ্কিত,toŋkit̪o
অস্ত্রলেখা,ɔst̪rolekʰa
অধিদৈবত,od̪ʰid̪oi̯bɔt̪o
নত্তা,nɔt̪t̪a
গয়াল,gɔʲal
নৈষ্ঠিক,noi̯ʃtʰik
খতম,kʰɔt̪om
বিবক্ষু,bibokkʰu
আলোচনী,aloconi
বস্ত্রগৃহ,bɔst̪rogriho
প্যাঁ,pæ
কপনি,kɔpni
খিলাত,kʰilat̪
বীতিহোত্র,bit̪ihot̪ro
শোভাময়ী,ʃobʰamoʲi
খওয়া,kʰɔo̯ʷa
অশুভঙ্কর,oʃubʰɔŋkor
ঢঙ্গ,dʰɔŋgo
দারুদহন,d̪arud̪hɔn
বিহঙ্গিনী,bihɔŋgini
ক্ষত,kʰɔt̪o
তিক্ত,t̪ikt̪o
কাণ্ডজ,kandoɟ
পরোপকারী,pɔropokari
উদ্ভাব্য,ud̪bʰabbo
আড়েহাতে,adodehat̪e
বেপমানা,bepmana
মোহান্ত,mohant̪o
সত্য,ʃot̪t̪o
গওহর,gɔo̯hor
তপনমণি,t̪ɔponmoni
ত্রিশ,t̪riʃ
পাকামাথা,pakamat̪ʰa
ভাবশুদ্ধি,bʰabʃud̪d̪ʰi
নীতিবাক্য,nit̪ibakko
বকা,bɔka
খাড়াদজ্জাল,kʰaɽad̪ɟal
খিয়াল,kʰiʲal
অনুরাধা,onurad̪ʰa
শস্ত্রভৃৎ,ʃɔst̪robʰrit̪
নির্ধারক,nird̪ʰarok
কেসর,kesɔr
প্রেয়সী,preʲoʃi
আচাভুয়া,acabʰuʷa
তরবার,t̪ɔrbar
পরাবৃত্ত,pɔrabrit̪t̪o
বনিয়াদ,boniʲad̪
জনাব,ɟɔnab
অগ্নিশর্মা,ɔgniʃɔrma
গন্ধমূষিক,gɔnd̪ʰomuʃik
পূরী,puri
সুস্ত,ʃust̪o
ঈষদূন,iʃod̪un
শুক্লতা,ʃuklot̪a
আখড়াধারী,akʰdad̪ʰari
বায়ুনন্দন,baʲunɔnd̪on
তড়পানো,t̪ɔɽpano
নদীকূল,nod̪ikul
ইরান,iran
সম্পৃক্তা,ʃɔmprikt̪a
সূক্ষ্ম,ʃukkʰo
ই,i
বিদেহা,bid̪eha
সহবত,ʃɔhobɔt̪
শেঠ,ʃetʰ
অদূর,ɔd̪ur
হাঁপাহাঁপি,hapahapi
পুণ্যি,punni
ত্রিলোচন,t̪rilocon
সোপরদ্দ,ʃopɔrd̪d̪o
মনুষ্য,monuʃʃo
সাতোয়ান,ʃat̪oʷan
নাচদুয়ার,nacd̪uʲar
এহানত,ehanɔt̪
গণ্ডু,gɔndu
ব্যাপ্তি,bæpt̪i
কোলাহলময়,kolahɔlmɔʲ
সমুচ্ছিন্ন,ʃomuccʰinno
পাতিহাঁস,pat̪ihaʃ
তড়াগ,t̪ɔɽag
চৌরশ,cou̯roʃ
বাপুড়ী,bapuɽi
খেদানো,kʰed̪ano
দোষী,d̪oʃi
লওয়া,lɔo̯ɟa
স্বয়ম্‌প্রভ,ʃɔɟomɔprobʰo
নয়,nɔɟor
ইয়ানত,iʲanɔt̪
মসীজীবিন,moʃiɟibin
হয়,hɔʲ
দিয়া,d̪iʲa
সামিয়ানা,ʃamiʲana
লকব,lɔkbo
সাক্ষরতা,ʃakkʰorɔt̪a
তওত,t̪ɔo̯t̪o
ধাম,d̪ʰam
একতর,ækt̪ɔr
একাহার,ækahar
শঙ্খনাদ,ʃɔŋkʰonad̪
কর্মী,kormi
ঢাঁট,dʰat
দ্বৈরাজ্য,d̪oi̯raɟɟo
একাদশ,ækad̪ɔʃ
গোপুর,gopur
ইন্টরপ্রেটর,intɔrpretɔr
মোনা,mona
উপোতী,upot̪i
ময়ূরপুচ্ছ,mɔʲurpuccʰo
জান্তা,ɟant̪a
তল্লাক,t̪ɔllak
কীর্তনিয়া,kirt̪oniʲa
মুদিত,mud̪it̪o
তল্লাটি,t̪ɔllati
দাণ্ডিকী,d̪andiki
বহুমুখী,bohumukʰi
ব্রজভাষা,broɟobʰaʃa
ভরতি,bʰort̪i
যথাবৎ,ɟɔt̪ʰabɔt̪
স্মঙরা,ʃɔŋra
হটকা,hɔtka
খুংগিপুঁথি,kʰuŋgiput̪ʰi
এখনও,ækʰono
আর্দ্রক,ard̪rok
গিরিপথ,giripɔt̪ʰ
অপ্রিয়ভাষী,ɔpriʲobʰaʃi
জনারণ্য,ɟɔnaronno
চুবড়ি,cubdori
প্রস্রবণ,prosrobon
তাকাব্বরী,t̪akabbori
আকণ্ঠ,akontʰo
মাদুুলি,mad̪uli
অমিতাচারী,ɔmit̪acari
পাঁউরুটি,pauruti
আল্লাহ,allah
স্বর,ʃɔr
ঠিলা,tʰila
অধিদেব,od̪ʰid̪eb
রবি,robi
ছিনাব-ছিনা,cʰinab-cʰina
জরূজাত,ɟoruɟat̪
যত,ɟɔt̪o
ধুচন,d̪ʰucon
খাণ্ডবদাহন,kʰandobd̪ahon
ভদ্রাম,bʰɔd̪ram
জেঁকো,ɟeko
পোষ্টা,poʃta
শুনো,ʃuno
ভিষকপ্রিয়া,bʰiʃkopriʲa
অদৃৃষ্টলিপি,ɔd̪riʃtolipi
শূলনি,ʃulni
আয়াস,aɟaʃ
প্রণয়ী,pronoʲi
পরমাদৃত,pɔromad̪rit̪o
অঙ্গসংস্কার,ɔŋgoʃɔŋskar
ছদমা,cʰɔd̪ma
উরঙ্গম,uroŋgom
নজদিগ,nɔɟd̪ig
চড়াই,cɔdai̯
রসমিশ্রিত,rɔʃomisrit̪o
প্রলম্ব,prolombo
উইঢিপি,ui̯dʰipi
নিরভ্র,nirɔbʰro
ক্ষমাবতী,kʰɔmabot̪i
টাড়,taɽ
নপুংসক,nopuŋʃɔk
সেরেফ,ʃerepʰ
অপরাজিতা,ɔporaɟit̪a
দুরত্যয়,d̪urot̪t̪ɔʲ
তালেবুল,t̪alebul
আশ্বিন্যা,aʃʃinna
সুমনোহর,ʃumonohor
দন্তে,d̪ɔnt̪e
কৃমিল,krimil
ত্রৈলঙ্গ,t̪roi̯lɔŋgo
সাহানা,ʃahana
খুঁটি,kʰuti
রাত্রিচারী,rat̪ricari
রোষিণী,roʃini
অমান্য,ɔmanno
উকি,uki
ঠেসান,tʰeʃan
জীবধর্ম,ɟibd̪ʰɔrmo
টাঁকা,taka
আশীর্বচন,aʃirbɔcon
আয়লা,aɟɟʰola
